Sample	Total Reads	Total Passed QC	Mapped	Duplicates	Paired in Sequencing	Properly Paired	Self and mate mapped	Singletons	Mate mapped to diff chr	Diff chr (mapQ >= 5)
GRCg7b | M301582.lib1	100.0	100.0	0.015254679769265448	0.0	100.0	0.00613515019107921	0.006310074501116935	0.008944605268148515	1.279933975885788e-05	4.26644658628596e-06
GRCg7b | M301583.lib1	100.0	100.0	0.015311220221184491	0.0	100.0	0.0007785830873440279	0.0008059979847857188	0.014505222236398769	0.0	0.0
GRCg7b | M301584.lib1	100.0	100.0	0.027877978820334416	0.0	100.0	0.01903510489941067	0.019458689477351215	0.0084192893429832	8.733702637949379e-06	4.3668513189746896e-06
GRCg7b | M301585.lib1	100.0	100.0	0.025621137475282052	0.0	100.0	0.014156139266918428	0.014377328942964031	0.011243808532318024	0.0	0.0
GRCg7b | M301586.lib1	100.0	100.0	0.18492066128514323	0.0	100.0	0.16351268053756177	0.16609640235192505	0.018824258933218173	0.0	0.0
GRCg7b | M301587.lib1	100.0	100.0	0.08544196502933911	0.0	100.0	0.07428037141639691	0.07938748772860821	0.006054477300730908	3.6349582293318774e-05	1.1359244466662118e-05
GRCg7b | M301588.lib1	100.0	100.0	0.007169476558513422	0.0	100.0	0.000712640488066326	0.0007400497376073386	0.006429426820906084	0.0	0.0
GRCg7b | M301589.lib1	100.0	100.0	0.010678276587577319	0.0	100.0	0.001173949592081671	0.001208934844825827	0.009469341742751493	1.1661750914718587e-05	3.887250304906196e-06
GRCg7b | M301590.lib1	100.0	100.0	0.03697930296858466	0.0	100.0	0.017351826777566647	0.01763628295424807	0.01934302001433659	0.0	0.0
GRCg7b | M301591.lib1	100.0	100.0	0.012058979340628332	0.0	100.0	0.002468162202154099	0.002703021927272569	0.009355957413355763	4.270176820335812e-06	2.135088410167906e-06
GRCg7b | M301592.lib1	100.0	100.0	0.45544979324334867	0.0	100.0	0.4129671529999219	0.4238901458999766	0.031559647343372084	7.802137785753296e-05	3.901068892876648e-05
GRCg7b | M301593.lib1	100.0	100.0	0.06976049058711378	0.0	100.0	0.06065671103072254	0.06222941130160756	0.007531079285506219	5.9606715806137506e-05	1.37553959552625e-05
GRCg7b | M301594.lib1	100.0	100.0	0.03098398582646557	0.0	100.0	0.025678991666189043	0.02628880162614109	0.004695184200324476	4.9348782886293285e-05	1.057473918991999e-05
GRCg7b | M301595.lib1	100.0	100.0	0.01011449633632888	0.0	100.0	0.0015813808927097272	0.0016170511384099465	0.008497445197918934	0.0	0.0
GRCg7b | M301596.lib1	100.0	100.0	0.025725270884306185	0.0	100.0	0.0075498077595246415	0.009786787836420832	0.015938483047885355	0.00027962250961202374	0.00013981125480601187
GRCg7b | M301597.lib1	100.0	100.0	0.032573069868562995	0.0	100.0	0.022549469373832943	0.02468856382723729	0.007884506041325708	0.00025422175167793615	0.00018340283513908255
GRCg7b | M301598.lib1	100.0	100.0	0.05070454007089293	0.0	100.0	0.03725469853961193	0.03861720057606586	0.012087339494827067	1.5571451845187846e-05	1.9464314806484808e-06
GRCg7b | M301599.lib1	100.0	100.0	0.0597802381033453	0.0	100.0	0.05044009835679857	0.05250763525773464	0.007272602845610666	5.5728757437629625e-05	1.950506510317037e-05
GRCg7b | M301600.lib1	100.0	100.0	0.02953298246124044	0.0	100.0	0.01559235763054305	0.015724496254530703	0.013808486206709736	0.0	0.0
GRCg7b | M301601.lib1	100.0	100.0	0.026350046040977185	0.0	100.0	0.010668904511156523	0.010812111283118356	0.015537934757858828	0.0	0.0
GRCg7b | M301602.lib1	100.0	100.0	1.688390956040799	0.0	100.0	1.5879652159796882	1.6635297158303461	0.024861240210452794	0.002079038345085477	0.0007831993765732962
GRCg7b | M301603.lib1	100.0	100.0	0.05355587808417998	0.0	100.0	0.04506738544474394	0.04673025088119428	0.006825627202985694	0.00011611030478955007	4.146796599626788e-05
GRCg7b | M301604.lib1	100.0	100.0	0.008137158117502397	0.0	100.0	0.0007607678954113118	0.000776059712404504	0.0073610984050978935	0.0	0.0
GRCg7b | M301605.lib1	100.0	100.0	0.053304537419785275	0.0	100.0	0.03899828737679774	0.03899828737679774	0.014306250042987531	0.0	0.0
GRCg7b | M301606.lib1	100.0	100.0	0.012874579534251772	0.0	100.0	0.0030818156373683117	0.003296532300627579	0.009578047233624192	4.210130652142502e-06	0.0
GRCg7b | M301607.lib1	100.0	100.0	0.0713309499285264	0.0	100.0	0.05316533468006166	0.05668432820986897	0.014646621718657419	0.0	0.0
GRCg7b | M301608.lib1	100.0	100.0	0.09479802589645248	0.0	100.0	0.08469628415522253	0.08747847616767962	0.007319549728772845	0.00010810803248404723	9.53894404271005e-06
GRCg7b | M301609.lib1	100.0	100.0	0.05567969187376758	0.0	100.0	0.04908147474943337	0.05002178747322513	0.0056579044005424465	5.3426859306349824e-05	3.739880151444488e-05
GRCg7b | M301610.lib1	100.0	100.0	0.07630150416303079	0.0	100.0	0.06047120907182135	0.06425389824255225	0.012047605920478545	0.0	0.0
GRCg7b | M301611.lib1	100.0	100.0	0.063717621387658	0.0	100.0	0.028766084041679522	0.030256554717414213	0.033461066670243796	0.00014904706757346903	0.0
GRCg7b | M301612.lib1	100.0	100.0	0.025613135994028292	0.0	100.0	0.013241039609190717	0.014592729069295603	0.01102040692473269	0.0009379069723176758	0.0
GRCg7b | M301613.lib1	100.0	100.0	0.025343388175246583	0.0	100.0	0.010432045830275918	0.011492931846914148	0.013850456328332435	5.893811203545716e-05	0.0
GRCg7b | M301614.lib1	100.0	100.0	0.024208732593409624	0.0	100.0	0.005870415690059286	0.00683984213428926	0.017368890459120365	5.385702467944299e-05	0.0
GRCg7b | M301615.lib1	100.0	100.0	0.03095727362493662	0.0	100.0	0.0028466458505688845	0.0030245612162294396	0.027932712408707178	0.0	0.0
GRCg7b | M301616.lib1	100.0	100.0	0.034759132088380156	0.0	100.0	0.017241632980347296	0.019862361193360087	0.014896770895020063	9.195537589518558e-05	0.0
GRCg7b | M301617.lib1	100.0	100.0	0.012865873271148279	0.0	100.0	0.0	0.0	0.012865873271148279	0.0	0.0
GRCg7b | M301618.lib1	100.0	100.0	0.006617567755511684	0.0	100.0	0.0011260118007475712	0.0011404017279136743	0.00547716602759801	0.0	0.0
GRCg7b | M301619.lib1	100.0	100.0	0.027528235244565054	0.0	100.0	0.007822230779876408	0.008022800799873239	0.019505434444691817	0.0	0.0
GRCg7b | M301620.lib1	100.0	100.0	0.01045399993415624	0.0	100.0	0.0010907126897163396	0.0011428423403277825	0.009311157593828459	0.0	0.0
GRCg7b | M301621.lib1	100.0	100.0	0.006079510712255365	0.0	100.0	0.0013891409398976058	0.0013972173407109639	0.004682293371544401	0.0	0.0
GRCg7b | M301622.lib1	100.0	100.0	0.013905020354723852	0.0	100.0	0.0029631596586568907	0.003041890953935214	0.010863129400788636	0.0	0.0
GRCg7b | M301623.lib1	100.0	100.0	0.034640750478629335	0.0	100.0	0.007998698310693166	0.00881985745285558	0.025820893025773756	0.0	0.0
GRCg7b | M301624.lib1	100.0	100.0	0.013061300175249863	0.0	100.0	0.004941596919578617	0.005132761210471406	0.007928538964778457	0.0	0.0
GRCg7b | M301625.lib1	100.0	100.0	0.007973232952796405	0.0	100.0	0.0016398556433844156	0.0016809547823163557	0.00629227817048005	4.109913893194024e-06	0.0
GRCg7b | M301626.lib1	100.0	100.0	0.4930504825751261	0.0	100.0	0.4638888879285518	0.4792734873567979	0.013776995218328208	0.0005877262702925459	0.00017286066773310174
GRCg7b | M301627.lib1	100.0	100.0	0.012232506066975164	0.0	100.0	0.007408244195605475	0.007669127026417742	0.004563379040557425	0.0	0.0
GRCg7b | M301628.lib1	100.0	100.0	0.024616890710528222	0.0	100.0	0.007904069357732467	0.007999299109030448	0.016617591601497773	0.0	0.0
GRCg7b | M301629.lib1	100.0	100.0	0.054634799277306426	0.0	100.0	0.0439397474337588	0.046623741630465426	0.008011057646840998	6.138741491832183e-05	2.898850148920753e-05
GRCg7b | M301630.lib1	100.0	100.0	0.057418742617198884	0.0	100.0	0.0389366282633168	0.04061682047730608	0.016801922139892806	0.0	0.0
GRCg7b | M301631.lib1	100.0	100.0	0.021521529911957462	0.0	100.0	0.01357114833246856	0.0140690464032323	0.007452483508725161	2.283936104420828e-05	6.851808313262484e-06
GRCg7b | M301632.lib1	100.0	100.0	0.039195175082459274	0.0	100.0	0.031068526596965948	0.03231843559776674	0.006876739484692535	3.13597240344285e-05	1.119990144086732e-05
GRCg7b | M301633.lib1	100.0	100.0	0.03367027500064849	0.0	100.0	0.011297375595757376	0.014027859123432872	0.019642415877215616	0.0	0.0
GRCg7b | M301634.lib1	100.0	100.0	0.012627614299453149	0.0	100.0	0.0028304725848007062	0.0029719962140407415	0.009655618085412408	2.021766132000504e-05	5.05441533000126e-06
GRCg7b | M301635.lib1	100.0	100.0	0.03759484851037113	0.0	100.0	0.01653867062778037	0.018912276134545148	0.018682572375825976	0.0	0.0
GRCg7b | M301636.lib1	100.0	100.0	0.01044141395564446	0.0	100.0	0.0005265425302761954	0.0005592939795278248	0.009882119976116635	0.0	0.0
GRCg7b | M301637.lib1	100.0	100.0	0.0288902842522114	0.0	100.0	0.01158743108218777	0.011900604895219873	0.016989679356991527	0.0	0.0
GRCg7b | M301638.lib1	100.0	100.0	0.013398839666119752	0.0	100.0	0.003248081589233596	0.003413101843457359	0.009985737822662391	8.049768498720188e-06	4.024884249360094e-06
GRCg7b | M301639.lib1	100.0	100.0	0.010012567129080953	0.0	100.0	0.0018071365964222896	0.0018269516906813058	0.008185615438399647	0.0	0.0
GRCg7b | M301640.lib1	100.0	100.0	0.009236801747839498	0.0	100.0	0.0005915193237532683	0.000609719918330292	0.008627081829509206	0.0	0.0
GRCg7b | M301641.lib1	100.0	100.0	0.010722820915476296	0.0	100.0	0.0024041418137054895	0.002508669718649207	0.00821415119682709	1.742131749061949e-05	8.710658745309745e-06
GRCg7b | M301642.lib1	100.0	100.0	0.8484586262758409	0.0	100.0	0.8006105958843468	0.8340117909492424	0.01444683532659869	0.0005948814325447575	0.0001796621776141885
GRCg7b | M301643.lib1	100.0	100.0	0.012745650104902485	0.0	100.0	0.003969956590051595	0.0042472106434054	0.008498439461497087	0.0	0.0
GRCg7b | M301644.lib1	100.0	100.0	0.030920448974974545	0.0	100.0	0.011815130909136615	0.011815130909136615	0.019105318065837932	0.0	0.0
GRCg7b | M301645.lib1	100.0	100.0	0.030247821984496874	0.0	100.0	0.0217160968535672	0.022397885645588804	0.007849936338908068	5.244529169396943e-05	9.365230659637399e-06
GRCg7b | M301646.lib1	100.0	100.0	0.036080080668334076	0.0	100.0	0.024714707751346588	0.025898447110967927	0.010181633557366149	1.843830778226394e-05	0.0
GRCg7b | M301647.lib1	100.0	100.0	0.007326083332761235	0.0	100.0	0.0006865189961734665	0.000775226506914982	0.006550856825846252	0.0	0.0
GRCg7b | M301648.lib1	100.0	100.0	0.04733860248157266	0.0	100.0	0.039482268284396556	0.040799130549949054	0.006539471931623603	1.8879745742688135e-05	9.439872871344068e-06
GRCg7b | M301649.lib1	100.0	100.0	0.03538786732742132	0.0	100.0	0.02060330087521011	0.02182591433373906	0.013561952993682258	0.0009509215788558512	0.0
GRCg7b | M301650.lib1	100.0	100.0	0.08512697360167745	0.0	100.0	0.05316702210911785	0.05734869800534059	0.027778275596336853	0.0	0.0
GRCg7b | M301651.lib1	100.0	100.0	0.15884631941455016	0.0	100.0	0.06607834696513129	0.07296599225139906	0.0858803271631511	0.00021523891519586742	0.0
GRCg7b | M301652.lib1	100.0	100.0	0.03509257756175817	0.0	100.0	0.00954900069707705	0.010026450731930904	0.02506612682982726	0.0	0.0
GRCg7b | M301653.lib1	100.0	100.0	0.01839354000708492	0.0	100.0	0.003179130371594924	0.003179130371594924	0.015214409635489994	0.0	0.0
GRCg7b | M301654.lib1	100.0	100.0	0.03081202403903233	0.0	100.0	0.0056535823924829965	0.0056535823924829965	0.025158441646549335	0.0	0.0
GRCg7b | M301655.lib1	100.0	100.0	0.033347374333052515	0.0	100.0	0.011700833099316672	0.011700833099316672	0.02164654123373584	0.0	0.0
GRCg7b | M301656.lib1	100.0	100.0	0.033285935884177865	0.0	100.0	0.016158221302998967	0.016158221302998967	0.017127714581178902	0.0	0.0
GRCg7b | M301657.lib1	100.0	100.0	0.027598049737818528	0.0	100.0	0.007091165557633927	0.008624390543068289	0.018973659194750237	0.0	0.0
GRCg7b | M301658.lib1	100.0	100.0	0.02568480761717337	0.0	100.0	0.013023282735468187	0.013746798442994198	0.011938009174179172	0.0	0.0
GRCg7b | M301659.lib1	100.0	100.0	0.04437446321213856	0.0	100.0	0.013741769252791297	0.013741769252791297	0.030632693959347267	0.0	0.0
GRCg7b | M301660.lib1	100.0	100.0	0.022617737891133288	0.0	100.0	0.010052327951614795	0.010052327951614795	0.012565409939518492	0.0	0.0
GRCg7b | M301661.lib1	100.0	100.0	0.039837178302016885	0.0	100.0	0.020429322206162507	0.020940055261316568	0.018897123040700316	0.0	0.0
GRCg7b | M301663.lib1	100.0	100.0	0.022134455969792976	0.0	100.0	0.005208107287010113	0.005208107287010113	0.016926348682782866	0.0	0.0
GRCg7b | M301664.lib1	100.0	100.0	0.014507907238673103	0.0	100.0	0.002575368148876882	0.002575368148876882	0.01193253908979622	0.0	0.0
GRCh38 | M301570.lib1	100.0	100.0	1.2262106861886704	0.0	100.0	1.0749288620271662	1.2157442042620739	0.01046648192659661	0.008382593614919172	0.0024790274046365903
GRCh38 | M301571.lib1	100.0	100.0	0.7734532336175959	0.0	100.0	0.6871446571455042	0.7669576496082875	0.006495584009308378	0.0046241594706131674	0.001509652062464887
GRCh38 | M301572.lib1	100.0	100.0	1.4665493321643246	0.0	100.0	1.2923898455957772	1.4557460733930907	0.010803258771234052	0.00989389355480021	0.002986997275627399
GRCh38 | M301573.lib1	100.0	100.0	1.3437672626607924	0.0	100.0	1.1885465029216529	1.3340991598967817	0.009668102764010658	0.008065754261223045	0.0025115462487513723
GRCh38 | M301574.lib1	100.0	100.0	30.811956189835822	0.0	100.0	27.341872881434348	30.634729209140794	0.17722698069502832	0.18462943028897313	0.04944219457955629
GRCh38 | M301575.lib1	100.0	100.0	44.068610393340606	0.0	100.0	39.012196207223084	43.810213011312676	0.25839738202792656	0.2726254911228856	0.07327209739913364
GRCh38 | M301576.lib1	100.0	100.0	1.6228392079888285	0.0	100.0	1.4805135383835584	1.6112581452269947	0.011581062761833648	0.007794414555697109	0.002306857553991097
GRCh38 | M301577.lib1	100.0	100.0	0.5747841785125855	0.0	100.0	0.521038327015648	0.5693765578780807	0.005407620634504797	0.0032148626158392604	0.0010974875826485749
GRCh38 | M301578.lib1	100.0	100.0	1.6696888202297464	0.0	100.0	1.4747276631793984	1.6546029668367195	0.015085853393026925	0.010820367765542863	0.003214984366370608
GRCh38 | M301579.lib1	100.0	100.0	1.0629185899183473	0.0	100.0	0.9543598869159499	1.0555890372579406	0.007329552660406582	0.006047141597490494	0.0016827735410947689
GRCh38 | M301580.lib1	100.0	100.0	1.8751232380348113	0.0	100.0	1.6435170227941904	1.8621584925544425	0.012964745480368833	0.01312315716147945	0.003837314538482158
GRCh38 | M301581.lib1	100.0	100.0	37.40332355525113	0.0	100.0	33.1313191476689	37.17095760680198	0.23236594844915645	0.23847104546063702	0.06920350819720952
GRCh38 | M301582.lib1	100.0	100.0	1.242119420715017	0.0	100.0	1.083144919577878	1.2322398636798075	0.009879557035209393	0.008451339621590637	0.0025088597929497627
GRCh38 | M301583.lib1	100.0	100.0	2.296555048254048	0.0	100.0	1.9454911335666851	2.2793324587510813	0.017222589502966942	0.018821389990180633	0.005575716271991474
GRCh38 | M301584.lib1	100.0	100.0	1.034470018203523	0.0	100.0	0.9038454267024616	1.0260780320749314	0.008391986128591416	0.00694866822593975	0.0021023178432336372
GRCh38 | M301585.lib1	100.0	100.0	28.222412259517043	0.0	100.0	25.339731255592245	28.041480918408013	0.18093134110902598	0.15076292055649254	0.04320709050262225
GRCh38 | M301586.lib1	100.0	100.0	56.969922125270166	0.0	100.0	49.38473138963968	56.58865550782289	0.38126661744727675	0.4111760548192762	0.11239651728214516
GRCh38 | M301587.lib1	100.0	100.0	1.3683642847316542	0.0	100.0	1.1844326333775017	1.3580690593412759	0.010295225390378367	0.00943710323052746	0.0026169365083703877
GRCh38 | M301588.lib1	100.0	100.0	1.4226314986292228	0.0	100.0	1.2665978595697636	1.4122552432991622	0.010376255330060636	0.008791932171053793	0.0026862093024817564
GRCh38 | M301589.lib1	100.0	100.0	0.5904343769158499	0.0	100.0	0.5160647193188309	0.5843310919458818	0.006103284969968128	0.004022487909931511	0.0012635480754539905
GRCh38 | M301590.lib1	100.0	100.0	63.70773796775082	0.0	100.0	52.273149139715855	63.26979367459128	0.43794429315954264	0.6430458240267621	0.18995604238696978
GRCh38 | M301591.lib1	100.0	100.0	4.341872704779994	0.0	100.0	3.736070781360673	4.293478365156043	0.04839433962395106	0.03357208037522669	0.010425186335661115
GRCh38 | M301592.lib1	100.0	100.0	70.41605924457623	0.0	100.0	61.972814592029245	69.94068592839116	0.4753733161850857	0.48519578276655617	0.1412050542665729
GRCh38 | M301593.lib1	100.0	100.0	1.0179508325833757	0.0	100.0	0.8886129325374911	1.0099842115230242	0.00796662106035159	0.007442471397879013	0.0023824984657844404
GRCh38 | M301594.lib1	100.0	100.0	1.823883818181422	0.0	100.0	1.4631615598572556	1.8080886169953667	0.015795201186055256	0.02062891335624566	0.006132966944640294
GRCh38 | M301595.lib1	100.0	100.0	1.648983884389899	0.0	100.0	1.4041138815245273	1.633811290187303	0.015172594202595795	0.01328235320895106	0.003959762576377428
GRCh38 | M301596.lib1	100.0	100.0	55.80216377239411	0.0	100.0	49.03356570943417	55.481573090503986	0.3205906818901232	0.35273563353773596	0.0958827469946924
GRCh38 | M301597.lib1	100.0	100.0	2.573078553895878	0.0	100.0	2.201255369763258	2.553154969614765	0.019923584281112718	0.019852832916478082	0.0057538547289115475
GRCh38 | M301598.lib1	100.0	100.0	1.4193096812864898	0.0	100.0	1.2380854112592001	1.4082413346971694	0.011068346589320368	0.009623648204546883	0.002722479426286289
GRCh38 | M301599.lib1	100.0	100.0	3.023142237602558	0.0	100.0	2.6777924781743954	2.998250558549935	0.024891679052622805	0.019720995993504065	0.00594061235475554
GRCh38 | M301600.lib1	100.0	100.0	47.158052410528775	0.0	100.0	41.1519038677348	46.86975700269997	0.2882954078288019	0.3223575293607849	0.08579765780380219
GRCh38 | M301601.lib1	100.0	100.0	57.95143180298601	0.0	100.0	50.345630220953055	57.51501405761537	0.4364177453706407	0.451226212595957	0.14926160274692596
GRCh38 | M301602.lib1	100.0	100.0	1.1830458960695365	0.0	100.0	1.0537177698867912	1.171162165211893	0.011883730857643422	0.007006775749127037	0.00210695716552565
GRCh38 | M301603.lib1	100.0	100.0	0.8360231370126827	0.0	100.0	0.7106040420120047	0.8256205434857602	0.010402593526922447	0.006739071458745412	0.0020394017349223454
GRCh38 | M301604.lib1	100.0	100.0	1.3696189367701601	0.0	100.0	1.202805938943864	1.3573697971883303	0.01224913958182968	0.008931428645538479	0.0028012036655276867
GRCh38 | M301605.lib1	100.0	100.0	41.41808161517441	0.0	100.0	36.66582519588276	41.18701159744733	0.2310700177270737	0.263678682842705	0.0768761821895284
GRCh38 | M301606.lib1	100.0	100.0	0.805313711235606	0.0	100.0	0.7078793023508407	0.7977991620536439	0.007514549181962292	0.005574839209735849	0.0018582797365786163
GRCh38 | M301607.lib1	100.0	100.0	44.85956681657825	0.0	100.0	39.22376795169017	44.58254607576562	0.2770207408126324	0.2964314990688576	0.08189565882565956
GRCh38 | M301608.lib1	100.0	100.0	0.5890096146883452	0.0	100.0	0.5214207827377163	0.582726103749426	0.006283510938919311	0.003982506933117874	0.0013132790719924416
GRCh38 | M301609.lib1	100.0	100.0	0.4315308947424489	0.0	100.0	0.37151084006515434	0.42637112047033876	0.005159774272110111	0.003205797898273224	0.0010301817361154553
GRCh38 | M301610.lib1	100.0	100.0	74.18265412971598	0.0	100.0	67.94947682523164	71.28965832236024	2.8929958073557476	0.6899242900746765	0.43711241501416853
GRCh38 | M301611.lib1	100.0	100.0	85.72500802593217	0.0	100.0	75.69606157686295	83.32395352286214	2.40105450307003	0.9857295917446341	0.573106419790055
GRCh38 | M301612.lib1	100.0	100.0	69.53053556226202	0.0	100.0	63.8469016603432	69.10254054810643	0.42799501415559155	0.3164673663124682	0.08956686118951387
GRCh38 | M301613.lib1	100.0	100.0	86.27321717381926	0.0	100.0	75.93054427484358	79.87506010380616	6.398157070013094	1.6560574702098498	1.2130580799298123
GRCh38 | M301614.lib1	100.0	100.0	86.41051803215568	0.0	100.0	75.52986758662374	80.07468322564404	6.335834806511643	2.0394671149566626	1.5046283816884287
GRCh38 | M301615.lib1	100.0	100.0	66.55061333094933	0.0	100.0	55.91369137243093	66.15951780471279	0.391095526236543	0.5466338553037717	0.15353859256192126
GRCh38 | M301616.lib1	100.0	100.0	87.81613479432939	0.0	100.0	79.47987074336201	82.19291843099187	5.623216363337518	1.455556409876881	1.049165743160061
GRCh38 | M301617.lib1	100.0	100.0	8.840021026809183	0.0	100.0	8.09532153495707	8.47497225629344	0.3650487705157409	0.11681560656503709	0.055487413118392614
GRCh38 | M301618.lib1	100.0	100.0	0.8713469035183792	0.0	100.0	0.7751732324216724	0.8643595540619732	0.006987349456405964	0.005584174150922041	0.0017098413188806633
GRCh38 | M301619.lib1	100.0	100.0	59.44299471447484	0.0	100.0	51.902648001757136	59.07282659729457	0.3701681171802741	0.40075685979756615	0.11770016181001529
GRCh38 | M301620.lib1	100.0	100.0	4.016445273190215	0.0	100.0	3.443632602953026	3.9864408183097515	0.0300044548804643	0.031497366972490476	0.008401478229224647
GRCh38 | M301621.lib1	100.0	100.0	1.0487509137570012	0.0	100.0	0.9408101216946928	1.0385905112468423	0.010160402510158805	0.005949209334497232	0.0017979477505196467
GRCh38 | M301622.lib1	100.0	100.0	1.5056752080435005	0.0	100.0	1.3139793545624014	1.4924695093563098	0.013205698687190726	0.010241729486249332	0.003166618700411227
GRCh38 | M301623.lib1	100.0	100.0	78.70546827334805	0.0	100.0	67.0076555598413	78.27715063456604	0.42831763878200996	0.65253820704014	0.20078440391483576
GRCh38 | M301624.lib1	100.0	100.0	14.311739593847866	0.0	100.0	12.623021331156522	14.223711028705296	0.08802856514257003	0.09189040014092426	0.026071477165796025
GRCh38 | M301625.lib1	100.0	100.0	0.8675665336814605	0.0	100.0	0.7604640807541904	0.8585143598357245	0.009052173845735803	0.005931577461472245	0.0018291746429952185
GRCh38 | M301626.lib1	100.0	100.0	45.37574969296476	0.0	100.0	37.740261999643415	45.094490950891455	0.2812587420733056	0.42317036214282316	0.12974669334746658
GRCh38 | M301627.lib1	100.0	100.0	3.05758584000559	0.0	100.0	2.6921346389994225	3.0330621594733147	0.02452368053227524	0.019914328254831803	0.005588613884492803
GRCh38 | M301628.lib1	100.0	100.0	59.55619441337705	0.0	100.0	53.05058009752187	59.27827086109636	0.2779235522806867	0.34524332272026953	0.09822566505048218
GRCh38 | M301629.lib1	100.0	100.0	1.034515494210036	0.0	100.0	0.9257692163224779	1.024907429996714	0.00960806421332211	0.006027398203369613	0.001744773164133309
GRCh38 | M301630.lib1	100.0	100.0	66.89628078403493	0.0	100.0	58.97784868187187	66.49470990478594	0.40157087924899	0.39472653189155305	0.11435913019214818
GRCh38 | M301631.lib1	100.0	100.0	0.9059552455094313	0.0	100.0	0.8022524932994	0.8981476666179202	0.007807578891511179	0.005711979455702672	0.0017380349532407492
GRCh38 | M301632.lib1	100.0	100.0	0.9695941034774027	0.0	100.0	0.8279164600742308	0.9599389522956568	0.0096551511817457	0.008171278877452597	0.0027104513540301507
GRCh38 | M301633.lib1	100.0	100.0	24.765989989909947	0.0	100.0	21.861172470689002	24.621341138835472	0.14464885107447392	0.15736072742687277	0.04991205483124343
GRCh38 | M301634.lib1	100.0	100.0	1.1658908945458062	0.0	100.0	1.033754561911024	1.1539780956344512	0.01191279891135499	0.007092735620177814	0.002111171071921471
GRCh38 | M301635.lib1	100.0	100.0	56.974344164475944	0.0	100.0	50.01945430590271	56.615199056261986	0.35914510821396406	0.3949338439258299	0.11376930362078772
GRCh38 | M301636.lib1	100.0	100.0	3.055001013314711	0.0	100.0	2.4563969458938777	3.0290369603488734	0.025964052965837862	0.031178350714325825	0.009088090011647015
GRCh38 | M301637.lib1	100.0	100.0	61.00328640657959	0.0	100.0	54.281107642530024	60.672284476390914	0.3310019301886838	0.3708408308772066	0.10883043159212716
GRCh38 | M301638.lib1	100.0	100.0	1.5302837215478673	0.0	100.0	1.3673358164131892	1.5165884890540577	0.013695232493809504	0.00923714899973089	0.0029938507375790167
GRCh38 | M301639.lib1	100.0	100.0	1.807384192792835	0.0	100.0	1.5762347192069162	1.7903681396923221	0.017016053100512796	0.016617254554084866	0.0066336733820451165
GRCh38 | M301640.lib1	100.0	100.0	1.911385148790816	0.0	100.0	1.5711862862320312	1.8952534145950293	0.016131734195786864	0.01985787473616917	0.005899350651958571
GRCh38 | M301641.lib1	100.0	100.0	1.2970383698809733	0.0	100.0	1.1524767273275716	1.286665501631771	0.010372868249202203	0.00768895521472439	0.002181861397022641
GRCh38 | M301642.lib1	100.0	100.0	1.909747714801172	0.0	100.0	1.7141781119454338	1.895065947156287	0.014681767644884712	0.01063101724386238	0.003203009983601999
GRCh38 | M301643.lib1	100.0	100.0	3.232841645395832	0.0	100.0	2.6897268923553352	3.2094204679399647	0.023421177455866922	0.028937302071613838	0.00839663789289171
